1.000000,1.033662,6.679161,0.009689,0.283588,0.156322,0.314000,0.169278
1.000000,0.119840,6.996170,0.063284,0.282526,0.646291,0.310647,0.660773
1.000000,0.223820,9.044057,0.075945,0.323747,0.742013,0.351434,0.740117
1.000000,0.023107,2.738343,0.029893,0.224492,0.337762,0.249327,0.370457
1.000000,0.279042,5.341608,0.030591,0.240449,0.369220,0.269620,0.400309
1.000000,2.890207,5.964517,0.001817,0.449875,0.040586,0.482912,0.050019
1.000000,0.735569,1.067944,0.021284,0.269775,0.294191,0.298451,0.327151
1.000000,0.360530,6.386006,0.056578,0.295506,0.625270,0.324561,0.643263
1.000000,0.997766,3.226524,0.011831,0.282802,0.180204,0.312491,0.203263
1.000000,0.151393,5.464841,0.112400,0.411654,0.883861,0.432442,0.856904
1.000000,1.270087,3.880627,0.026445,0.333969,0.419889,0.367672,0.453858
1.000000,1.049943,4.828098,0.028323,0.314973,0.429116,0.345206,0.454496
1.000000,0.008902,5.698290,0.102635,0.358775,0.841256,0.384073,0.819981
1.000000,1.014575,6.074350,0.018336,0.293055,0.269348,0.322314,0.308525
1.000000,0.493932,7.750707,0.025017,0.252003,0.324815,0.280886,0.354476
1.000000,0.130448,1.677842,0.001400,0.215426,0.025356,0.239000,0.019098
1.000000,0.714197,0.914518,0.038697,0.296066,0.501593,0.327937,0.534464
1.000000,0.429597,3.095844,0.015634,0.237739,0.205363,0.265557,0.225847
1.000000,0.296136,4.074913,0.030631,0.244548,0.376492,0.271110,0.402369
1.000000,0.444744,4.387247,0.039722,0.272744,0.487062,0.299581,0.513061
1.000000,0.317726,1.444609,0.102016,0.413815,0.867209,0.435430,0.844301
1.000000,2.329524,9.889688,0.001513,0.399107,0.038502,0.435142,0.037554
1.000000,0.007393,4.632910,0.033953,0.227390,0.380438,0.252853,0.411731
1.000000,0.260119,2.603692,0.041123,0.255848,0.474160,0.283709,0.506193
1.000000,0.134406,1.718381,0.116129,0.420445,0.891885,0.439194,0.864093
1.000000,1.036438,7.552724,0.033566,0.324102,0.487558,0.356207,0.517778
1.000000,2.512693,7.860862,0.001365,0.417444,0.031269,0.451398,0.035153
1.000000,1.429733,2.369942,0.004917,0.317153,0.096249,0.349460,0.097320
1.000000,0.013254,5.301080,0.063592,0.273510,0.633646,0.299988,0.651844
1.000000,0.902373,2.063878,0.033815,0.309422,0.466771,0.339853,0.504456
1.000000,0.462576,7.796394,0.037694,0.266419,0.460534,0.297732,0.494896
1.000000,0.412488,5.958200,0.018091,0.240305,0.237000,0.266319,0.258078
1.000000,0.327330,1.891241,0.008972,0.228887,0.119399,0.253810,0.128064
1.000000,0.183038,4.361208,0.074030,0.315740,0.728505,0.341455,0.726687
1.000000,0.180399,6.724671,0.076903,0.322744,0.744111,0.347741,0.740212
1.000000,0.241617,5.557343,0.111200,0.425716,0.883215,0.446429,0.861263
1.000000,0.760761,6.097297,0.049236,0.331296,0.623221,0.360203,0.636556
1.000000,0.069541,3.691813,0.060631,0.273202,0.624109,0.300089,0.638847
1.000000,0.049313,3.703840,0.020389,0.218888,0.233425,0.242182,0.263520
1.000000,1.508639,7.869602,0.019187,0.346172,0.343106,0.378601,0.366421
1.000000,1.269190,6.329782,0.024045,0.329449,0.389462,0.361698,0.419267
1.000000,0.357277,2.243409,0.085012,0.369376,0.803152,0.395131,0.792483
1.000000,0.490319,0.265516,0.079512,0.378008,0.797077,0.402774,0.784070
1.000000,0.149152,4.568541,0.003434,0.215768,0.043319,0.240367,0.047052
1.000000,0.330515,4.502385,0.038325,0.257123,0.449981,0.285729,0.486785
1.000000,0.286565,5.677050,0.015993,0.227703,0.201040,0.255024,0.222169
1.000000,0.879008,4.431923,0.043337,0.330093,0.576908,0.360944,0.600236
1.000000,0.505904,8.745911,0.033315,0.265480,0.423919,0.294488,0.453376
1.000000,1.211912,8.560403,0.028003,0.336091,0.444218,0.364367,0.468709
1.000000,0.683861,9.643267,0.027783,0.276253,0.381380,0.303229,0.407571
1.000000,0.149288,3.880898,0.043896,0.250257,0.481765,0.278093,0.519816
1.000000,0.071555,5.643028,0.109308,0.390463,0.864999,0.410361,0.843096
1.000000,0.698699,7.677389,0.034777,0.288736,0.460149,0.317780,0.491124
1.000000,0.320705,3.389356,0.085887,0.365322,0.805407,0.391343,0.792194
1.000000,0.062422,2.121982,0.106631,0.379237,0.859766,0.402153,0.835403
1.000000,1.916263,5.005256,0.000251,0.363198,0.010400,0.395951,0.005666
1.000000,0.551640,9.731447,0.002843,0.241221,0.033093,0.268665,0.043544
1.000000,1.223189,1.014824,0.005668,0.298082,0.098985,0.329499,0.105610
1.000000,1.000927,8.404853,0.001737,0.277558,0.022003,0.307019,0.030431
1.000000,0.041855,9.256985,0.000586,0.210942,0.001305,0.233679,0.007814
1.000000,1.420661,7.193647,0.018403,0.334407,0.321232,0.366806,0.345249
1.000000,1.091170,5.549771,0.017707,0.297622,0.281050,0.329373,0.305217
1.000000,0.811966,2.884755,0.029472,0.290194,0.398297,0.319984,0.442282
1.000000,0.268909,7.113882,0.104236,0.409559,0.867173,0.432294,0.846080
1.000000,1.378827,5.313824,0.006723,0.314348,0.126279,0.345610,0.130717
1.000000,0.796023,4.471940,0.055440,0.354561,0.684765,0.383288,0.687957
1.000000,0.385561,6.914519,0.006098,0.230748,0.073959,0.256917,0.088826
1.000000,0.400945,3.844789,0.087249,0.384758,0.822667,0.408990,0.805235
1.000000,0.007203,2.595286,0.003257,0.206666,0.050782,0.231894,0.043062
1.000000,0.052199,7.748351,0.135724,0.458578,0.919520,0.475213,0.895276
1.000000,0.273248,4.682500,0.039154,0.254699,0.452497,0.281711,0.488837
1.000000,0.496105,0.318660,0.047547,0.291363,0.563176,0.321136,0.590011
1.000000,0.044947,4.142668,0.099089,0.355964,0.829112,0.381008,0.812300
1.000000,0.114717,7.876336,0.106324,0.388369,0.863715,0.410083,0.838782
1.000000,0.450754,8.452587,0.056540,0.309482,0.645756,0.335930,0.653504
1.000000,1.304618,6.969785,0.026226,0.337763,0.433767,0.371414,0.454620
1.000000,2.459810,0.821239,0.001082,0.413843,0.030002,0.446682,0.027589
1.000000,0.391453,8.828700,0.009073,0.231056,0.122620,0.258496,0.131784
1.000000,0.834416,5.199763,0.009849,0.267286,0.130149,0.295491,0.162226
1.000000,0.108390,2.827560,0.102280,0.375482,0.844042,0.398771,0.827090
1.000000,1.190693,3.528404,0.007245,0.295113,0.125270,0.327342,0.133299
1.000000,0.849453,1.846843,0.046320,0.335483,0.614343,0.364973,0.623297
1.000000,0.099432,8.159930,0.009953,0.216051,0.126416,0.239093,0.133625
1.000000,0.456094,9.184277,0.025768,0.250652,0.323281,0.278502,0.360343
1.000000,1.161852,4.870597,0.001143,0.293409,0.021456,0.322044,0.021015
1.000000,0.314448,2.238042,0.075264,0.335946,0.751052,0.362766,0.746322
1.000000,0.404790,4.806324,0.097740,0.417677,0.858008,0.440164,0.839992
1.000000,0.733032,9.991437,0.025428,0.274531,0.356767,0.304395,0.382637
1.000000,0.620160,4.532299,0.016929,0.255104,0.234066,0.282601,0.256625
1.000000,0.975312,3.537467,0.014327,0.284513,0.221584,0.312985,0.242473
1.000000,2.172488,0.669537,0.001117,0.387321,0.042465,0.420540,0.026810
1.000000,0.500957,0.948958,0.088396,0.405444,0.835916,0.431138,0.819331
1.000000,1.023002,5.739236,0.008468,0.282719,0.127637,0.312025,0.147927
1.000000,0.620233,9.168670,0.032306,0.273035,0.420970,0.304469,0.454558
1.000000,0.563133,9.111482,0.037747,0.281170,0.485991,0.308531,0.506870
1.000000,1.010867,5.285382,0.023407,0.297793,0.351989,0.330510,0.383233
1.000000,1.098139,3.572934,0.010772,0.293337,0.169558,0.321259,0.191157
1.000000,0.172239,2.708856,0.036332,0.243023,0.419612,0.268604,0.450799
1.000000,0.712545,8.520292,0.014353,0.258567,0.209305,0.288275,0.225293
1.000000,0.706573,1.738156,0.040041,0.300619,0.518503,0.330028,0.547037
1.000000,0.206784,8.741516,0.100180,0.388907,0.849727,0.409961,0.829375
1.000000,1.181644,7.568310,0.024465,0.319856,0.379324,0.352238,0.416107
1.000000,0.395662,9.528307,0.030538,0.253413,0.383647,0.279675,0.410938
1.000000,0.169590,4.880633,0.050067,0.263178,0.548063,0.290515,0.573574
1.000000,0.012306,4.749876,0.094477,0.340542,0.807625,0.365433,0.794624
1.000000,0.254735,5.172502,0.001321,0.220320,0.014480,0.246957,0.018630
1.000000,0.645393,5.739442,0.069450,0.371707,0.761714,0.400321,0.754330
1.000000,0.020347,2.353498,0.061211,0.270965,0.629410,0.296226,0.637614
1.000000,0.781037,6.164398,0.026163,0.279981,0.358920,0.310586,0.397079
1.000000,0.309802,4.217908,0.026241,0.239503,0.315612,0.266687,0.353045
1.000000,0.735662,0.379940,0.028166,0.279425,0.379280,0.309282,0.417795
1.000000,0.573728,8.348721,0.040552,0.286794,0.507331,0.315350,0.536066
1.000000,0.682495,5.329389,0.031404,0.282470,0.423851,0.309454,0.451057
1.000000,0.183862,9.010655,0.104590,0.394831,0.861019,0.417598,0.839826
1.000000,1.159977,3.229243,0.015604,0.302125,0.248804,0.333425,0.276793
1.000000,0.101924,9.647900,0.121240,0.429184,0.898809,0.446612,0.872508
1.000000,0.858428,0.408835,0.022499,0.282221,0.312953,0.312584,0.355405
1.000000,1.327151,9.138475,0.025901,0.340761,0.411609,0.373381,0.452484
1.000000,0.117530,8.837431,0.030003,0.232510,0.341851,0.256183,0.379428
1.000000,3.184434,7.082582,0.001078,0.475700,0.020241,0.504798,0.031064
1.000000,1.497138,2.618085,0.010136,0.325572,0.175707,0.361111,0.201639
1.000000,0.175026,5.405090,0.106451,0.401401,0.870831,0.420951,0.844041
1.000000,0.936148,4.557423,0.042220,0.335556,0.577239,0.365920,0.596970
1.000000,0.113913,9.347120,0.001703,0.214942,0.028828,0.238008,0.023132
1.000000,0.706077,1.864874,0.044187,0.309432,0.560555,0.339710,0.586296
1.000000,0.223792,8.859066,0.032413,0.239885,0.372959,0.267466,0.415034
1.000000,0.330952,2.954916,0.007732,0.228489,0.087111,0.253564,0.110688
1.000000,0.839552,4.687249,0.024068,0.283748,0.333290,0.313184,0.375189
1.000000,1.292815,9.994807,0.013221,0.309696,0.228837,0.343925,0.245806
1.000000,0.118582,1.618127,0.117496,0.419638,0.889287,0.439853,0.865889
1.000000,0.259567,2.926371,0.034401,0.248245,0.403337,0.273236,0.439558
1.000000,0.754580,6.556412,0.032585,0.289019,0.435458,0.319692,0.472908
1.000000,0.026636,3.818627,0.141040,0.471185,0.925662,0.484059,0.901858
1.000000,0.644856,2.509696,0.006151,0.249236,0.078324,0.277065,0.096496
1.000000,0.471654,0.295497,0.032713,0.260463,0.425521,0.290116,0.443069
1.000000,0.827473,2.000318,0.008760,0.263903,0.129909,0.294124,0.144349
1.000000,1.840550,0.020935,0.011560,0.364603,0.229784,0.399217,0.249705
1.000000,0.039943,8.454814,0.066374,0.282840,0.669293,0.308146,0.671105
1.000000,0.851434,1.585074,0.005100,0.264466,0.079316,0.294390,0.085187
1.000000,0.152430,9.947708,0.032936,0.235851,0.390475,0.262424,0.413996
1.000000,0.158419,1.201361,0.118863,0.431528,0.896618,0.451151,0.871771
1.000000,2.400121,7.312789,0.002461,0.409954,0.046308,0.441929,0.061919
1.000000,0.526110,3.710605,0.056027,0.316096,0.648626,0.344787,0.658881
1.000000,0.592289,7.743074,0.072214,0.373245,0.769900,0.399316,0.762119
1.000000,0.494976,9.034303,0.054971,0.309195,0.625897,0.338019,0.647644
1.000000,0.990066,5.805007,0.005998,0.276483,0.079285,0.307407,0.104267
1.000000,0.623909,1.101784,0.020690,0.259471,0.276339,0.287155,0.309340
1.000000,2.209334,3.525354,0.001919,0.385533,0.037480,0.424226,0.046426
1.000000,0.743399,0.381372,0.058438,0.355540,0.699171,0.383767,0.701816
1.000000,0.459411,1.666868,0.062171,0.326301,0.688404,0.350835,0.691464
1.000000,0.196553,6.514984,0.085527,0.344564,0.790700,0.370763,0.778699
1.000000,0.017722,3.739094,0.003765,0.208699,0.037002,0.232561,0.049893
1.000000,1.941874,0.858767,0.005924,0.368314,0.123366,0.401449,0.133800
1.000000,0.459684,4.694743,0.024899,0.249290,0.322872,0.277699,0.349917
1.000000,1.178142,7.163408,0.017146,0.305821,0.281408,0.337725,0.303514
1.000000,0.497883,7.585388,0.048742,0.292872,0.571946,0.323986,0.600137
1.000000,0.058478,1.940915,0.002173,0.210060,0.030754,0.234734,0.029105
1.000000,2.097239,1.498904,0.003670,0.382572,0.084864,0.414605,0.086368
1.000000,0.642519,3.510890,0.067080,0.364624,0.746120,0.392721,0.741431
1.000000,0.541637,9.273208,0.067540,0.349798,0.734377,0.377410,0.732191
1.000000,0.614082,9.626569,0.061110,0.339929,0.696809,0.370956,0.703181
1.000000,0.100556,7.581801,0.130930,0.455954,0.913975,0.472229,0.890507
1.000000,0.964131,7.197115,0.030002,0.306002,0.425186,0.338677,0.466106
1.000000,0.694412,0.030292,0.055652,0.338168,0.666454,0.368079,0.676791
1.000000,0.576779,8.681746,0.000505,0.242729,0.007695,0.270413,0.007795
1.000000,0.966873,3.819305,0.030154,0.307665,0.432485,0.339344,0.468316
1.000000,0.765907,7.859022,0.017817,0.267601,0.257355,0.296881,0.280334
1.000000,0.410987,4.576661,0.029587,0.249663,0.366580,0.279692,0.401560
1.000000,0.157967,2.836707,0.099954,0.376701,0.846714,0.401044,0.824489
1.000000,0.856120,8.185461,0.020154,0.278669,0.288306,0.308774,0.321841
1.000000,0.156988,3.764570,0.108795,0.405537,0.876012,0.423907,0.848579
1.000000,0.560380,6.490025,0.065130,0.345266,0.720242,0.373704,0.720886
1.000000,0.307968,6.484333,0.039173,0.257159,0.455811,0.284990,0.492690
1.000000,2.119140,2.228426,0.002473,0.384952,0.048823,0.415988,0.058582
1.000000,0.118310,5.433185,0.063247,0.283536,0.645609,0.310403,0.660386
1.000000,1.009264,2.420496,0.003735,0.276595,0.054728,0.308256,0.065500
1.000000,0.305057,6.758808,0.065238,0.309396,0.686329,0.337197,0.692381
1.000000,0.384491,2.447196,0.078731,0.355077,0.775084,0.382644,0.769501
1.000000,0.006683,2.636534,0.154409,0.503291,0.938133,0.515262,0.918536
1.000000,0.779857,7.399757,0.062551,0.371626,0.730031,0.402489,0.732052
1.000000,0.557864,7.349128,0.065834,0.347457,0.728145,0.375256,0.724602
1.000000,0.323116,4.659512,0.027392,0.242282,0.335667,0.269177,0.367805
1.000000,0.434152,8.985697,0.024428,0.247779,0.305124,0.274893,0.341785
1.000000,1.232414,3.943082,0.015626,0.309080,0.256095,0.341102,0.282775
1.000000,0.169569,3.874962,0.095791,0.369109,0.837024,0.392312,0.812642
1.000000,0.007173,3.176462,0.106296,0.370349,0.850949,0.392571,0.830145
1.000000,0.272497,3.636317,0.097042,0.388982,0.844375,0.413145,0.825796
1.000000,1.345745,4.219905,0.015553,0.322348,0.262510,0.353143,0.290367
1.000000,0.479879,6.772416,0.068984,0.343439,0.733678,0.371605,0.732898
1.000000,4.672114,7.394954,0.000037,0.572917,-0.002123,0.591172,0.001260
1.000000,0.976500,6.162978,0.042974,0.341817,0.598063,0.373885,0.609274
1.000000,0.021499,9.238931,0.017874,0.216667,0.205295,0.238612,0.231272
1.000000,0.359358,1.540565,0.073187,0.337830,0.744908,0.364193,0.741070
1.000000,0.845365,3.534721,0.009412,0.267577,0.145598,0.296174,0.155682
1.000000,0.414060,9.121324,0.096511,0.416256,0.857302,0.438366,0.837199
1.000000,1.075671,1.867148,0.034448,0.328693,0.503178,0.363682,0.532821
1.000000,0.276148,0.285032,0.055971,0.285619,0.609829,0.313244,0.629440
